Accident_ID,Date,Time,State,City,Latitude,Longitude,Weather_Condition,Vehicle_Type,Severity,Fatalities,Injuries,Day_of_Week,Month,Source
MORTH23-12573,2023-01-03,00:22,Delhi/NCR,Kolkata,22.54477,88.37863,Clear,Car/Jeep/Van,Medium,0,1,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-12574,2023-05-02,10:32,Gujarat,Ahmedabad,23.05483,72.57414,Cloudy,Truck/Lorry,High,0,2,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-12575,2023-02-04,19:02,Maharashtra,Pune,18.50883,73.86519,Clear,Truck/Lorry,High,0,4,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-12576,2023-04-22,23:36,Maharashtra,Pune,18.48943,73.83735,Clear,Truck/Lorry,High,1,2,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-12577,2023-10-31,15:47,Gujarat,Surat,21.1357,72.81877,Clear,Car/Jeep/Van,Low,0,2,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-12578,2023-01-21,15:52,Delhi/NCR,Kolkata,22.60188,88.43499,Clear,Others,Low,0,0,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-12579,2023-04-03,10:52,Karnataka,Mysore,12.33999,76.67358,Clear,Two-Wheeler,High,0,2,Monday,April,MoRTH_Standardized_v2.1
MORTH23-12580,2023-11-12,18:10,Rajasthan,Jaipur,26.87402,75.79939,Clear,Car/Jeep/Van,Low,0,1,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-12581,2023-12-31,12:43,Kerala,Kochi,9.95905,76.25269,Clear,Two-Wheeler,High,0,3,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-12582,2023-12-06,06:51,Maharashtra,Pune,18.48956,73.812,Clear,Bus,Low,0,2,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-12583,2023-09-17,11:43,Delhi/NCR,Delhi,28.62897,77.1718,Clear,Car/Jeep/Van,Medium,0,2,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-12584,2023-12-07,19:25,Madhya Pradesh,Gwalior,26.23185,78.1715,Rainy,Two-Wheeler,Critical,1,6,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-12585,2023-01-06,16:00,Andhra Pradesh,Visakhapatnam,17.64978,83.23458,Clear,Bus,Medium,0,1,Friday,January,MoRTH_Standardized_v2.1
MORTH23-12586,2023-07-27,16:45,Maharashtra,Pune,18.50789,73.83512,Clear,Two-Wheeler,High,1,2,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-12587,2023-10-21,14:47,Maharashtra,Nagpur,21.18477,79.0881,Cloudy,Auto-Rickshaw,Low,0,0,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-12588,2023-03-12,17:02,Kerala,Kozhikode,11.20969,75.77087,Rainy,Two-Wheeler,Critical,2,3,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-12589,2023-01-14,23:25,Maharashtra,Mumbai,19.08648,72.85054,Clear,Auto-Rickshaw,High,1,3,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-12590,2023-05-08,20:22,Uttar Pradesh,Agra,27.14342,77.98622,Clear,Others,Low,0,0,Monday,May,MoRTH_Standardized_v2.1
MORTH23-12591,2023-02-19,12:37,Delhi/NCR,Guwahati,26.14592,91.77423,Clear,Auto-Rickshaw,Low,0,0,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-12592,2023-01-31,12:32,Uttar Pradesh,Lucknow,26.883,80.92896,Clear,Others,Low,0,0,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-12593,2023-05-06,20:49,Kerala,Thiruvananthapuram,8.53592,76.93439,Clear,Two-Wheeler,High,0,1,Saturday,May,MoRTH_Standardized_v2.1
MORTH23-12594,2023-02-01,16:37,Delhi/NCR,Kolkata,22.53963,88.34428,Clear,Truck/Lorry,High,0,4,Wednesday,February,MoRTH_Standardized_v2.1
MORTH23-12595,2023-07-19,12:11,Maharashtra,Nagpur,21.14082,79.06989,Clear,Two-Wheeler,High,1,3,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-12596,2023-10-31,12:13,Telangana,Hyderabad,17.42964,78.49137,Rainy,Auto-Rickshaw,High,0,2,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-12597,2023-11-21,23:20,Maharashtra,Pune,18.51731,73.88451,Clear,Two-Wheeler,Critical,2,3,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-12598,2023-05-11,16:31,Telangana,Warangal,17.92607,79.5831,Clear,Car/Jeep/Van,Low,0,1,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-12599,2023-10-09,16:28,Madhya Pradesh,Gwalior,26.24582,78.19593,Clear,Two-Wheeler,Medium,0,0,Monday,October,MoRTH_Standardized_v2.1
MORTH23-12600,2023-07-24,07:48,Uttar Pradesh,Agra,27.12919,77.97956,Clear,Bus,Low,0,2,Monday,July,MoRTH_Standardized_v2.1
MORTH23-12601,2023-05-12,08:57,Uttar Pradesh,Lucknow,26.83062,80.9498,Clear,Two-Wheeler,Medium,0,1,Friday,May,MoRTH_Standardized_v2.1
MORTH23-12602,2023-10-21,21:02,Delhi/NCR,Guwahati,26.16678,91.73886,Clear,Two-Wheeler,Medium,0,1,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-12603,2023-03-29,11:13,Andhra Pradesh,Vijayawada,16.51399,80.63707,Clear,Two-Wheeler,High,0,2,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-12604,2023-08-15,17:18,Tamil Nadu,Chennai,13.07051,80.22539,Rainy,Bus,High,1,4,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-12605,2023-07-29,17:26,Delhi/NCR,Delhi,28.65667,77.11885,Clear,Others,Low,0,2,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-12606,2023-03-30,20:34,Karnataka,Bangalore,12.99342,77.57341,Clear,Two-Wheeler,High,0,2,Thursday,March,MoRTH_Standardized_v2.1
MORTH23-12607,2023-04-14,13:25,Maharashtra,Nagpur,21.17313,79.04081,Rainy,Bus,High,1,1,Friday,April,MoRTH_Standardized_v2.1
MORTH23-12608,2023-09-09,11:31,Andhra Pradesh,Vijayawada,16.51396,80.64404,Clear,Auto-Rickshaw,Medium,0,0,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-12609,2023-03-08,19:45,Madhya Pradesh,Indore,22.73185,75.90734,Clear,Two-Wheeler,High,0,1,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-12610,2023-10-10,20:18,Karnataka,Hubli,15.34071,75.14236,Clear,Car/Jeep/Van,Medium,0,2,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-12611,2023-08-17,21:41,Karnataka,Hubli,15.40775,75.09629,Rainy,Auto-Rickshaw,High,0,4,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-12612,2023-07-30,09:23,Madhya Pradesh,Gwalior,26.22957,78.20917,Clear,Auto-Rickshaw,Low,0,2,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-12613,2023-07-09,16:32,Andhra Pradesh,Visakhapatnam,17.66716,83.2733,Clear,Two-Wheeler,Medium,0,0,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-12614,2023-06-08,00:14,Karnataka,Hubli,15.3744,75.14413,Clear,Two-Wheeler,Critical,2,6,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-12615,2023-07-11,14:52,Maharashtra,Pune,18.53314,73.83127,Clear,Others,Low,0,1,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-12616,2023-08-17,06:15,Tamil Nadu,Madurai,9.99945,78.14822,Clear,Two-Wheeler,Medium,0,2,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-12617,2023-05-26,09:39,Kerala,Kozhikode,11.19617,75.84231,Clear,Truck/Lorry,Medium,0,1,Friday,May,MoRTH_Standardized_v2.1
MORTH23-12618,2023-09-25,14:32,Madhya Pradesh,Bhopal,23.29994,77.41402,Clear,Bus,Low,0,0,Monday,September,MoRTH_Standardized_v2.1
MORTH23-12619,2023-01-25,10:15,Kerala,Thiruvananthapuram,8.52947,76.90669,Clear,Truck/Lorry,Low,0,2,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-12620,2023-01-29,16:25,Andhra Pradesh,Vijayawada,16.48732,80.70102,Clear,Others,Low,0,1,Sunday,January,MoRTH_Standardized_v2.1
MORTH23-12621,2023-12-09,14:28,Andhra Pradesh,Visakhapatnam,17.65187,83.21395,Clear,Two-Wheeler,High,0,3,Saturday,December,MoRTH_Standardized_v2.1
MORTH23-12622,2023-02-17,02:30,Maharashtra,Nagpur,21.11974,79.05169,Clear,Two-Wheeler,High,0,1,Friday,February,MoRTH_Standardized_v2.1
MORTH23-12623,2023-05-02,19:06,Uttar Pradesh,Agra,27.20805,78.01821,Foggy,Bus,Medium,0,1,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-12624,2023-06-29,20:32,Tamil Nadu,Chennai,13.14177,80.28558,Clear,Two-Wheeler,High,0,4,Thursday,June,MoRTH_Standardized_v2.1
MORTH23-12625,2023-03-10,14:02,Gujarat,Ahmedabad,23.01584,72.5657,Clear,Bus,Low,0,0,Friday,March,MoRTH_Standardized_v2.1
MORTH23-12626,2023-09-05,21:58,Tamil Nadu,Coimbatore,10.98052,76.86998,Clear,Two-Wheeler,High,0,4,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-12627,2023-11-19,06:42,Gujarat,Ahmedabad,23.05847,72.54003,Clear,Two-Wheeler,Medium,0,2,Sunday,November,MoRTH_Standardized_v2.1
MORTH23-12628,2023-01-03,13:19,Tamil Nadu,Madurai,9.88705,78.13782,Clear,Others,Medium,0,0,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-12629,2023-02-03,17:39,Delhi/NCR,Delhi,28.59973,77.24199,Cloudy,Two-Wheeler,High,0,2,Friday,February,MoRTH_Standardized_v2.1
MORTH23-12630,2023-09-17,16:26,Karnataka,Bangalore,12.95175,77.58974,Clear,Auto-Rickshaw,Medium,0,2,Sunday,September,MoRTH_Standardized_v2.1
MORTH23-12631,2023-01-01,23:48,Tamil Nadu,Madurai,9.87102,78.10638,Foggy,Truck/Lorry,Critical,2,4,Sunday,January,MoRTH_Standardized_v2.1
MORTH23-12632,2023-09-22,08:34,Maharashtra,Pune,18.53799,73.80347,Clear,Auto-Rickshaw,Low,0,0,Friday,September,MoRTH_Standardized_v2.1
MORTH23-12633,2023-11-04,16:18,Karnataka,Mysore,12.25417,76.67232,Clear,Two-Wheeler,High,0,3,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-12634,2023-01-24,13:54,Karnataka,Hubli,15.41498,75.11062,Clear,Car/Jeep/Van,Medium,0,0,Tuesday,January,MoRTH_Standardized_v2.1
MORTH23-12635,2023-10-20,07:00,Delhi/NCR,Guwahati,26.12481,91.77258,Clear,Two-Wheeler,High,1,1,Friday,October,MoRTH_Standardized_v2.1
MORTH23-12636,2023-09-16,09:18,Rajasthan,Jaipur,26.96688,75.81364,Rainy,Auto-Rickshaw,Medium,0,0,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-12637,2023-04-24,22:49,Madhya Pradesh,Indore,22.70472,75.91523,Clear,Two-Wheeler,Critical,2,3,Monday,April,MoRTH_Standardized_v2.1
MORTH23-12638,2023-02-19,21:51,Uttar Pradesh,Lucknow,26.79033,80.91112,Foggy,Two-Wheeler,High,0,1,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-12639,2023-07-25,20:27,Andhra Pradesh,Visakhapatnam,17.67187,83.25424,Clear,Truck/Lorry,Medium,0,2,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-12640,2023-11-07,23:45,Kerala,Kozhikode,11.24833,75.77965,Clear,Two-Wheeler,High,0,3,Tuesday,November,MoRTH_Standardized_v2.1
MORTH23-12641,2023-12-28,14:16,Uttar Pradesh,Kanpur,26.49473,80.37427,Clear,Two-Wheeler,High,0,1,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-12642,2023-04-02,15:41,Delhi/NCR,Kolkata,22.51215,88.41056,Rainy,Auto-Rickshaw,High,0,4,Sunday,April,MoRTH_Standardized_v2.1
MORTH23-12643,2023-07-29,21:57,Andhra Pradesh,Vijayawada,16.49577,80.64874,Clear,Two-Wheeler,Medium,0,0,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-12644,2023-06-13,16:51,Madhya Pradesh,Bhopal,23.24609,77.45322,Foggy,Car/Jeep/Van,High,0,3,Tuesday,June,MoRTH_Standardized_v2.1
MORTH23-12645,2023-10-22,19:30,Gujarat,Ahmedabad,23.04288,72.55905,Clear,Car/Jeep/Van,Low,0,2,Sunday,October,MoRTH_Standardized_v2.1
MORTH23-12646,2023-05-20,08:37,Madhya Pradesh,Gwalior,26.23711,78.21382,Clear,Two-Wheeler,High,0,4,Saturday,May,MoRTH_Standardized_v2.1
MORTH23-12647,2023-05-25,10:31,Madhya Pradesh,Gwalior,26.16995,78.26332,Rainy,Truck/Lorry,High,0,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-12648,2023-02-04,01:25,Tamil Nadu,Chennai,13.08069,80.31101,Clear,Bus,Low,0,0,Saturday,February,MoRTH_Standardized_v2.1
MORTH23-12649,2023-04-29,01:35,Uttar Pradesh,Lucknow,26.85454,80.87805,Clear,Two-Wheeler,High,0,1,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-12650,2023-02-05,07:13,Madhya Pradesh,Bhopal,23.27,77.45424,Rainy,Car/Jeep/Van,Medium,0,0,Sunday,February,MoRTH_Standardized_v2.1
MORTH23-12651,2023-07-21,21:34,Uttar Pradesh,Lucknow,26.8443,80.90448,Clear,Two-Wheeler,Medium,0,0,Friday,July,MoRTH_Standardized_v2.1
MORTH23-12652,2023-09-02,08:02,Kerala,Thiruvananthapuram,8.57084,76.96082,Rainy,Two-Wheeler,Critical,1,3,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-12653,2023-12-27,07:01,Kerala,Kozhikode,11.33015,75.78027,Cloudy,Two-Wheeler,High,0,1,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-12654,2023-09-23,21:57,Kerala,Thiruvananthapuram,8.48322,76.89702,Clear,Bus,Low,0,0,Saturday,September,MoRTH_Standardized_v2.1
MORTH23-12655,2023-05-02,01:58,Delhi/NCR,Delhi,28.58521,77.23337,Rainy,Bus,High,1,3,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-12656,2023-09-12,17:13,Tamil Nadu,Coimbatore,11.0339,76.97142,Clear,Two-Wheeler,Medium,0,2,Tuesday,September,MoRTH_Standardized_v2.1
MORTH23-12657,2023-07-29,16:15,Telangana,Hyderabad,17.39248,78.52805,Clear,Others,Low,0,2,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-12658,2023-10-31,18:29,Delhi/NCR,Delhi,28.62617,77.19216,Clear,Two-Wheeler,Medium,0,2,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-12659,2023-11-11,07:26,Karnataka,Hubli,15.39195,75.14107,Clear,Auto-Rickshaw,Low,0,1,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-12660,2023-04-28,16:16,Maharashtra,Mumbai,19.09596,72.86663,Clear,Truck/Lorry,Medium,0,0,Friday,April,MoRTH_Standardized_v2.1
MORTH23-12661,2023-12-12,20:32,Karnataka,Mysore,12.2789,76.6559,Clear,Car/Jeep/Van,Low,0,0,Tuesday,December,MoRTH_Standardized_v2.1
MORTH23-12662,2023-04-12,00:26,Tamil Nadu,Madurai,9.96996,78.17463,Clear,Auto-Rickshaw,High,1,4,Wednesday,April,MoRTH_Standardized_v2.1
MORTH23-12663,2023-09-29,17:22,Delhi/NCR,Guwahati,26.13798,91.7768,Clear,Two-Wheeler,Medium,0,1,Friday,September,MoRTH_Standardized_v2.1
MORTH23-12664,2023-06-11,05:28,Andhra Pradesh,Vijayawada,16.4303,80.67222,Clear,Truck/Lorry,Medium,0,1,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-12665,2023-07-12,08:32,Madhya Pradesh,Indore,22.75565,75.85227,Rainy,Car/Jeep/Van,Medium,0,1,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-12666,2023-07-13,00:43,Madhya Pradesh,Indore,22.75793,75.83644,Clear,Truck/Lorry,Medium,0,0,Thursday,July,MoRTH_Standardized_v2.1
MORTH23-12667,2023-02-16,10:12,Tamil Nadu,Chennai,13.06716,80.22912,Clear,Bus,Medium,0,0,Thursday,February,MoRTH_Standardized_v2.1
MORTH23-12668,2023-05-09,14:55,Delhi/NCR,Kolkata,22.57356,88.33384,Clear,Two-Wheeler,High,0,4,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-12669,2023-10-27,18:25,Telangana,Hyderabad,17.40721,78.49625,Cloudy,Bus,Medium,0,1,Friday,October,MoRTH_Standardized_v2.1
MORTH23-12670,2023-01-28,10:15,Andhra Pradesh,Visakhapatnam,17.6201,83.18373,Clear,Two-Wheeler,High,0,1,Saturday,January,MoRTH_Standardized_v2.1
MORTH23-12671,2023-12-03,19:48,Maharashtra,Pune,18.49741,73.89642,Clear,Car/Jeep/Van,Low,0,0,Sunday,December,MoRTH_Standardized_v2.1
MORTH23-12672,2023-03-05,10:52,Kerala,Kochi,9.91775,76.25122,Clear,Bus,Low,0,2,Sunday,March,MoRTH_Standardized_v2.1
MORTH23-12673,2023-12-06,07:21,Kerala,Thiruvananthapuram,8.59133,76.86431,Clear,Car/Jeep/Van,Medium,0,2,Wednesday,December,MoRTH_Standardized_v2.1
MORTH23-12674,2023-03-14,23:45,Karnataka,Mysore,12.33122,76.60312,Cloudy,Two-Wheeler,Critical,2,3,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-12675,2023-10-30,19:49,Karnataka,Bangalore,12.93763,77.60445,Cloudy,Two-Wheeler,High,0,1,Monday,October,MoRTH_Standardized_v2.1
MORTH23-12676,2023-09-07,02:54,Tamil Nadu,Coimbatore,11.09639,76.99678,Clear,Auto-Rickshaw,Medium,0,0,Thursday,September,MoRTH_Standardized_v2.1
MORTH23-12677,2023-10-11,17:12,Kerala,Kochi,9.98456,76.268,Foggy,Two-Wheeler,High,0,2,Wednesday,October,MoRTH_Standardized_v2.1
MORTH23-12678,2023-08-15,07:38,Delhi/NCR,Kolkata,22.57864,88.38185,Clear,Car/Jeep/Van,Low,0,1,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-12679,2023-04-08,09:49,Karnataka,Bangalore,12.9538,77.60702,Clear,Others,Low,0,2,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-12680,2023-08-21,18:58,Karnataka,Mysore,12.25144,76.64759,Clear,Car/Jeep/Van,Low,0,2,Monday,August,MoRTH_Standardized_v2.1
MORTH23-12681,2023-02-17,23:32,Kerala,Thiruvananthapuram,8.55377,76.97162,Rainy,Two-Wheeler,Critical,3,3,Friday,February,MoRTH_Standardized_v2.1
MORTH23-12682,2023-01-04,05:20,Maharashtra,Nagpur,21.14463,79.05713,Clear,Two-Wheeler,Medium,0,1,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-12683,2023-06-18,13:05,Tamil Nadu,Coimbatore,11.01865,76.91871,Clear,Two-Wheeler,High,0,3,Sunday,June,MoRTH_Standardized_v2.1
MORTH23-12684,2023-01-18,13:09,Tamil Nadu,Chennai,13.08794,80.3161,Clear,Bus,Low,0,1,Wednesday,January,MoRTH_Standardized_v2.1
MORTH23-12685,2023-01-08,19:12,Delhi/NCR,Guwahati,26.14379,91.71158,Clear,Car/Jeep/Van,Low,0,0,Sunday,January,MoRTH_Standardized_v2.1
MORTH23-12686,2023-12-30,12:35,Rajasthan,Jaipur,26.88112,75.78475,Rainy,Two-Wheeler,Critical,2,2,Saturday,December,MoRTH_Standardized_v2.1
MORTH23-12687,2023-05-02,03:33,Madhya Pradesh,Indore,22.63591,75.82974,Clear,Car/Jeep/Van,High,0,4,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-12688,2023-10-24,03:37,Rajasthan,Jodhpur,26.2462,73.01891,Foggy,Car/Jeep/Van,Critical,1,2,Tuesday,October,MoRTH_Standardized_v2.1
MORTH23-12689,2023-08-28,11:39,Madhya Pradesh,Gwalior,26.17303,78.17534,Cloudy,Car/Jeep/Van,Low,0,2,Monday,August,MoRTH_Standardized_v2.1
MORTH23-12690,2023-09-13,14:45,Tamil Nadu,Coimbatore,11.02135,76.9719,Clear,Two-Wheeler,High,0,4,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-12691,2023-10-20,23:43,Delhi/NCR,Delhi,28.58279,77.20647,Rainy,Two-Wheeler,Critical,1,3,Friday,October,MoRTH_Standardized_v2.1
MORTH23-12692,2023-09-27,09:20,Tamil Nadu,Madurai,9.91613,78.1443,Clear,Two-Wheeler,High,0,2,Wednesday,September,MoRTH_Standardized_v2.1
MORTH23-12693,2023-10-27,09:09,Delhi/NCR,Delhi,28.64008,77.21507,Clear,Two-Wheeler,Medium,0,0,Friday,October,MoRTH_Standardized_v2.1
MORTH23-12694,2023-07-11,07:50,Tamil Nadu,Chennai,13.09825,80.25647,Clear,Truck/Lorry,Low,0,1,Tuesday,July,MoRTH_Standardized_v2.1
MORTH23-12695,2023-08-13,14:12,Delhi/NCR,Kolkata,22.54775,88.34646,Clear,Car/Jeep/Van,Low,0,0,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-12696,2023-09-01,15:01,Karnataka,Mysore,12.31168,76.64112,Clear,Two-Wheeler,High,0,4,Friday,September,MoRTH_Standardized_v2.1
MORTH23-12697,2023-10-23,10:04,Tamil Nadu,Madurai,9.95702,78.16386,Rainy,Two-Wheeler,Critical,3,2,Monday,October,MoRTH_Standardized_v2.1
MORTH23-12698,2023-11-17,16:49,Madhya Pradesh,Indore,22.70252,75.90131,Clear,Car/Jeep/Van,Low,0,2,Friday,November,MoRTH_Standardized_v2.1
MORTH23-12699,2023-05-10,06:31,Maharashtra,Nagpur,21.09386,79.09205,Clear,Others,Low,0,2,Wednesday,May,MoRTH_Standardized_v2.1
MORTH23-12700,2023-06-19,12:22,Delhi/NCR,Delhi,28.59093,77.24858,Clear,Bus,Medium,0,2,Monday,June,MoRTH_Standardized_v2.1
MORTH23-12701,2023-11-04,07:35,Delhi/NCR,Delhi,28.62355,77.24718,Clear,Two-Wheeler,High,0,3,Saturday,November,MoRTH_Standardized_v2.1
MORTH23-12702,2023-08-04,17:45,Andhra Pradesh,Visakhapatnam,17.68812,83.22307,Cloudy,Two-Wheeler,Medium,0,0,Friday,August,MoRTH_Standardized_v2.1
MORTH23-12703,2023-12-21,15:07,Gujarat,Surat,21.22661,72.85931,Clear,Two-Wheeler,High,0,3,Thursday,December,MoRTH_Standardized_v2.1
MORTH23-12704,2023-05-02,19:53,Tamil Nadu,Chennai,13.08452,80.27842,Rainy,Truck/Lorry,High,0,1,Tuesday,May,MoRTH_Standardized_v2.1
MORTH23-12705,2023-03-18,21:36,Delhi/NCR,Guwahati,26.13982,91.74574,Clear,Two-Wheeler,Medium,0,1,Saturday,March,MoRTH_Standardized_v2.1
MORTH23-12706,2023-09-29,08:10,Uttar Pradesh,Lucknow,26.87116,80.98843,Clear,Others,Low,0,1,Friday,September,MoRTH_Standardized_v2.1
MORTH23-12707,2023-11-20,17:17,Delhi/NCR,Kolkata,22.55446,88.40136,Clear,Truck/Lorry,Medium,0,1,Monday,November,MoRTH_Standardized_v2.1
MORTH23-12708,2023-06-03,14:21,Telangana,Warangal,18.01158,79.67187,Clear,Two-Wheeler,Medium,0,0,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-12709,2023-09-18,18:33,Delhi/NCR,Delhi,28.58403,77.26131,Clear,Two-Wheeler,High,0,2,Monday,September,MoRTH_Standardized_v2.1
MORTH23-12710,2023-09-04,16:40,Karnataka,Mysore,12.33997,76.65852,Clear,Two-Wheeler,High,0,1,Monday,September,MoRTH_Standardized_v2.1
MORTH23-12711,2023-06-10,15:07,Tamil Nadu,Coimbatore,10.98671,76.93081,Clear,Two-Wheeler,High,0,1,Saturday,June,MoRTH_Standardized_v2.1
MORTH23-12712,2023-03-01,16:24,Karnataka,Bangalore,12.96215,77.63454,Clear,Car/Jeep/Van,Low,0,0,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-12713,2023-05-29,06:52,Andhra Pradesh,Vijayawada,16.53815,80.60553,Clear,Others,Low,0,0,Monday,May,MoRTH_Standardized_v2.1
MORTH23-12714,2023-08-01,06:26,Tamil Nadu,Chennai,13.05667,80.27492,Clear,Car/Jeep/Van,Low,0,1,Tuesday,August,MoRTH_Standardized_v2.1
MORTH23-12715,2023-03-22,10:56,Rajasthan,Jodhpur,26.22968,73.05062,Foggy,Car/Jeep/Van,High,0,1,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-12716,2023-07-15,12:15,Kerala,Kochi,9.93678,76.27078,Rainy,Two-Wheeler,Critical,2,3,Saturday,July,MoRTH_Standardized_v2.1
MORTH23-12717,2023-01-05,11:00,Tamil Nadu,Chennai,13.02111,80.22037,Clear,Auto-Rickshaw,Low,0,1,Thursday,January,MoRTH_Standardized_v2.1
MORTH23-12718,2023-02-14,13:28,Karnataka,Mysore,12.29371,76.61859,Clear,Auto-Rickshaw,Low,0,2,Tuesday,February,MoRTH_Standardized_v2.1
MORTH23-12719,2023-12-04,15:07,Delhi/NCR,Guwahati,26.12318,91.74818,Clear,Two-Wheeler,High,0,4,Monday,December,MoRTH_Standardized_v2.1
MORTH23-12720,2023-07-26,12:32,Telangana,Hyderabad,17.41918,78.4493,Cloudy,Two-Wheeler,High,0,4,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-12721,2023-03-07,16:12,Uttar Pradesh,Lucknow,26.89195,80.93503,Clear,Two-Wheeler,Medium,0,1,Tuesday,March,MoRTH_Standardized_v2.1
MORTH23-12722,2023-10-14,04:47,Andhra Pradesh,Vijayawada,16.50358,80.67153,Clear,Two-Wheeler,High,1,3,Saturday,October,MoRTH_Standardized_v2.1
MORTH23-12723,2023-04-08,11:19,Delhi/NCR,Delhi,28.5441,77.15979,Cloudy,Others,Medium,0,0,Saturday,April,MoRTH_Standardized_v2.1
MORTH23-12724,2023-07-26,10:59,Delhi/NCR,Kolkata,22.62778,88.36688,Clear,Two-Wheeler,Medium,0,2,Wednesday,July,MoRTH_Standardized_v2.1
MORTH23-12725,2023-05-04,15:39,Maharashtra,Pune,18.57991,73.84267,Clear,Two-Wheeler,High,0,2,Thursday,May,MoRTH_Standardized_v2.1
MORTH23-12726,2023-08-10,06:48,Gujarat,Surat,21.15777,72.83363,Clear,Two-Wheeler,High,0,1,Thursday,August,MoRTH_Standardized_v2.1
MORTH23-12727,2023-08-06,19:54,Rajasthan,Jaipur,26.93331,75.77543,Clear,Bus,Medium,0,0,Sunday,August,MoRTH_Standardized_v2.1
MORTH23-12728,2023-03-29,11:02,Karnataka,Mysore,12.27721,76.5714,Clear,Truck/Lorry,Low,0,0,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-12729,2023-03-29,07:56,Tamil Nadu,Madurai,9.9016,78.10621,Clear,Auto-Rickshaw,Medium,0,1,Wednesday,March,MoRTH_Standardized_v2.1
MORTH23-12730,2023-07-16,21:21,Delhi/NCR,Guwahati,26.11904,91.70445,Clear,Others,Medium,0,0,Sunday,July,MoRTH_Standardized_v2.1
MORTH23-12731,2023-04-24,21:11,Delhi/NCR,Delhi,28.63693,77.19422,Clear,Two-Wheeler,High,1,1,Monday,April,MoRTH_Standardized_v2.1
MORTH23-12732,2023-06-11,11:26,Delhi/NCR,Delhi,28.59603,77.26371,Clear,Truck/Lorry,High,0,3,Sunday,June,MoRTH_Standardized_v2.1
