Date,Time,Location,Latitude,Longitude,Vehicle_Type,Weather,Road_Type,Severity,Day_of_Week,Month,Hour,Is_Fatal
2024-11-20,10:45,Pollachi Road,11.076119739848275,76.98880120381769,Car/SUV,Clear,State Highway,Serious,Wednesday,November,10,0
2024-08-04,14:18,Gandhipuram,11.035300720349982,76.9054676099322,Auto-Rickshaw,Rain,City Roads,Minor,Sunday,August,14,0
2024-05-21,19:12,Avinashi Road,10.965067955828054,76.99326996774714,Pedestrian,Rain,National Highway,Serious,Tuesday,May,19,0
2024-01-23,06:28,Cross Cut Road,11.07163155742875,76.99970044394499,Two-Wheeler,Clear,City Roads,Fatal,Tuesday,January,6,1
2024-01-02,08:28,Brookefields,11.06210184927992,76.97741263953552,Car/SUV,Clear,State Highway,Fatal,Tuesday,January,8,1
2024-06-19,23:54,Karanampettai,11.114190940048209,76.93209718411188,Auto-Rickshaw,Clear,City Roads,Serious,Wednesday,June,23,0
2024-03-07,23:22,Peelamedu,10.938888381248692,76.92012739821604,Two-Wheeler,Clear,State Highway,Minor,Thursday,March,23,0
2024-11-22,20:34,Pollachi Road,10.92878914772508,76.94427217802671,Truck,Clear,State Highway,Serious,Friday,November,20,0
2024-05-14,10:54,Race Course Road,10.99139577360713,76.85700853195281,Two-Wheeler,Clear,State Highway,Minor,Tuesday,May,10,0
2024-03-23,08:59,Thudiyalur,11.042197906463592,77.02977334797924,Pedestrian,Rain,Village Roads,Serious,Saturday,March,8,0
2024-08-14,18:50,Mettupalayam Road,10.98769466918083,76.86979698399553,Two-Wheeler,Rain,State Highway,Fatal,Wednesday,August,18,1
2024-10-09,09:07,Cross Cut Road,10.926346574587464,76.89429308945552,Auto-Rickshaw,Clear,State Highway,Fatal,Wednesday,October,9,1
2024-12-27,21:15,Peelamedu,11.046992483874176,76.98267339185477,Two-Wheeler,Clear,City Roads,Fatal,Friday,December,21,1
2024-08-06,18:23,Brookefields,10.941749961079266,76.88410640217404,Truck,Clear,State Highway,Serious,Tuesday,August,18,0
2024-10-14,16:29,Thudiyalur,10.976392222530299,76.89664400255316,Car/SUV,Rain,State Highway,Fatal,Monday,October,16,1
2024-01-05,20:08,Trichy Road,11.064171739156862,76.8741518784846,Auto-Rickshaw,Clear,State Highway,Serious,Friday,January,20,0
2024-02-27,15:04,Gandhipuram,11.00742943211046,76.97432613024242,Two-Wheeler,Clear,State Highway,Minor,Tuesday,February,15,0
2024-02-08,11:46,Cross Cut Road,11.113390112501527,77.02204417572503,Two-Wheeler,Clear,City Roads,Serious,Thursday,February,11,0
2024-12-19,13:49,Karanampettai,11.077877512421843,77.0421625380462,Two-Wheeler,Clear,State Highway,Fatal,Thursday,December,13,1
2024-03-17,14:04,Singanallur,11.114600015779724,76.90306202563558,Two-Wheeler,Clear,State Highway,Minor,Sunday,March,14,0
2024-10-06,07:41,Race Course Road,11.029919445315967,76.87143290272093,Two-Wheeler,Clear,State Highway,Minor,Sunday,October,7,0
2024-01-19,03:43,Peelamedu,11.095667779579072,77.00079782095413,Two-Wheeler,Clear,State Highway,Fatal,Friday,January,3,1
2024-07-08,15:56,Singanallur,11.042348870363117,76.91809259396219,Two-Wheeler,Clear,State Highway,Fatal,Monday,July,15,1
2024-10-25,20:40,Gandhipuram,11.023457731301331,77.00013475315204,Two-Wheeler,Fog,State Highway,Minor,Friday,October,20,0
2024-10-09,15:27,Periyanaickenpalayam,11.035909782925007,76.90478499164584,Truck,Clear,State Highway,Minor,Wednesday,October,15,0
2024-03-16,15:53,Gandhipuram,10.986867427008153,76.89108710097946,Pedestrian,Clear,State Highway,Minor,Saturday,March,15,0
2024-08-08,06:19,Race Course Road,10.973707098989072,76.90559388609991,Auto-Rickshaw,Cloudy,State Highway,Serious,Thursday,August,6,0
2024-03-06,07:59,Brookefields,11.07375785256487,76.91287057800355,Car/SUV,Clear,State Highway,Fatal,Wednesday,March,7,1
2024-01-22,19:33,Cross Cut Road,11.059770893640467,76.94545423847396,Two-Wheeler,Rain,Village Roads,Minor,Monday,January,19,0
2024-06-06,21:16,Avinashi Road,11.051286760407644,76.98292075442284,Car/SUV,Clear,State Highway,Fatal,Thursday,June,21,1
2024-07-05,08:17,Karanampettai,11.059670195772746,76.91017215695146,Two-Wheeler,Clear,National Highway,Minor,Friday,July,8,0
2024-01-21,07:39,Mettupalayam Road,11.0207333294891,77.0120577850836,Car/SUV,Rain,State Highway,Serious,Sunday,January,7,0
2024-07-02,17:41,Karamadai,10.966326666261594,76.87180319437833,Auto-Rickshaw,Rain,City Roads,Serious,Tuesday,July,17,0
2024-04-17,08:09,Thudiyalur,10.98236939261623,77.05031104009089,Truck,Clear,City Roads,Serious,Wednesday,April,8,0
2024-12-15,08:46,Pollachi Road,11.03327380917155,76.93544889463442,Truck,Clear,National Highway,Minor,Sunday,December,8,0
2024-05-07,22:53,Mettupalayam Road,11.081368544594271,76.88935320762204,Two-Wheeler,Clear,State Highway,Minor,Tuesday,May,22,0
2024-12-07,21:52,Pollachi Road,10.989053506562575,76.94407521416946,Two-Wheeler,Clear,State Highway,Fatal,Saturday,December,21,1
2024-02-22,18:02,Brookefields,10.936397566346159,76.95685851085393,Bus,Clear,State Highway,Minor,Thursday,February,18,0
2024-06-30,23:16,Cross Cut Road,11.059128084149497,77.0027856209061,Two-Wheeler,Clear,State Highway,Minor,Sunday,June,23,0
2024-10-13,17:26,Singanallur,11.082487525886377,77.00786489288193,Two-Wheeler,Rain,City Roads,Fatal,Sunday,October,17,1
2024-07-27,15:31,Trichy Road,10.933189432686937,77.01972076157593,Pedestrian,Rain,National Highway,Minor,Saturday,July,15,0
2024-11-13,23:18,Peelamedu,10.929238734508882,77.01451172023117,Two-Wheeler,Clear,State Highway,Serious,Wednesday,November,23,0
2024-03-20,16:30,Periyanaickenpalayam,11.094501859369968,76.85976221542646,Two-Wheeler,Clear,State Highway,Fatal,Wednesday,March,16,1
2024-05-01,11:25,Periyanaickenpalayam,11.0120506143075,76.93208386233358,Two-Wheeler,Clear,Village Roads,Minor,Wednesday,May,11,0
2024-03-24,09:44,Karamadai,11.00603281740855,77.02660844206099,Truck,Clear,State Highway,Minor,Sunday,March,9,0
2024-03-31,03:26,Peelamedu,10.99065884326223,77.00757166448005,Car/SUV,Clear,State Highway,Serious,Sunday,March,3,0
2024-07-30,12:21,Peelamedu,11.02205112063103,77.04010649980937,Auto-Rickshaw,Fog,State Highway,Serious,Tuesday,July,12,0
2024-01-13,16:55,Gandhipuram,11.034447891579521,76.97483667231977,Two-Wheeler,Clear,State Highway,Fatal,Saturday,January,16,1
2024-04-01,20:55,Sathy Road,11.02058899988357,76.8863597417844,Car/SUV,Cloudy,State Highway,Minor,Monday,April,20,0
2024-06-19,10:08,Cross Cut Road,10.995756495034717,77.001129647028,Car/SUV,Rain,Village Roads,Serious,Wednesday,June,10,0
2024-07-29,20:35,Mettupalayam Road,10.96953874191091,76.9072583444304,Car/SUV,Clear,City Roads,Minor,Monday,July,20,0
2024-12-08,06:29,Peelamedu,11.016565461141559,76.94853024694002,Two-Wheeler,Clear,State Highway,Serious,Sunday,December,6,0
2024-05-07,07:15,Periyanaickenpalayam,11.00148443899827,76.94652062117342,Auto-Rickshaw,Clear,State Highway,Fatal,Tuesday,May,7,1
2024-05-16,06:18,Trichy Road,11.004815990985957,76.93082937698684,Two-Wheeler,Clear,State Highway,Minor,Thursday,May,6,0
2024-03-22,23:26,Peelamedu,11.103007121532887,76.97700507133132,Auto-Rickshaw,Clear,State Highway,Minor,Friday,March,23,0
2024-12-25,09:52,Trichy Road,11.014708213334854,76.8701879299361,Two-Wheeler,Clear,State Highway,Serious,Wednesday,December,9,0
2024-02-25,11:46,Cross Cut Road,11.11145449663538,76.88313126985261,Two-Wheeler,Clear,National Highway,Fatal,Sunday,February,11,1
2024-07-14,09:31,Pollachi Road,11.081562366060679,76.94965169624643,Two-Wheeler,Clear,City Roads,Serious,Sunday,July,9,0
2024-01-20,22:31,Trichy Road,10.945669236269275,76.886744891149,Two-Wheeler,Fog,State Highway,Serious,Saturday,January,22,0
2024-08-28,22:01,Cross Cut Road,10.942224795575088,76.89372516291765,Truck,Clear,National Highway,Minor,Wednesday,August,22,0
2024-04-23,07:32,Race Course Road,11.059030113532712,76.85836685444959,Truck,Clear,State Highway,Fatal,Tuesday,April,7,1
2024-04-12,12:13,Mettupalayam Road,10.94267703759675,76.95593996173496,Truck,Clear,State Highway,Minor,Friday,April,12,0
2024-08-23,15:03,Periyanaickenpalayam,11.057704936959126,77.00086907518842,Two-Wheeler,Clear,Village Roads,Serious,Friday,August,15,0
2024-06-28,11:56,Mettupalayam Road,11.08945433151892,76.95409074353658,Two-Wheeler,Cloudy,Village Roads,Serious,Friday,June,11,0
2024-06-05,20:30,Sathy Road,10.940411631534205,77.04093821425411,Two-Wheeler,Clear,State Highway,Fatal,Wednesday,June,20,1
2024-04-26,09:54,Pollachi Road,10.959328507792105,77.0438569970528,Two-Wheeler,Rain,City Roads,Minor,Friday,April,9,0
2024-04-24,06:56,Mettupalayam Road,11.011471112347554,77.04989852734535,Car/SUV,Clear,City Roads,Minor,Wednesday,April,6,0
2024-01-13,10:48,Avinashi Road,11.06609926120764,76.93042897953993,Bus,Rain,State Highway,Minor,Saturday,January,10,0
2024-12-03,12:25,Mettupalayam Road,11.105613912211398,76.95371022286983,Two-Wheeler,Rain,State Highway,Fatal,Tuesday,December,12,1
2024-04-08,04:12,Singanallur,10.990666411926892,76.98400974437523,Two-Wheeler,Clear,City Roads,Fatal,Monday,April,4,1
2024-07-23,10:04,Peelamedu,11.107164350555488,76.97346180108671,Two-Wheeler,Clear,State Highway,Minor,Tuesday,July,10,0
2024-06-17,13:48,Trichy Road,11.037120042747732,76.93755751698762,Two-Wheeler,Clear,State Highway,Fatal,Monday,June,13,1
2024-05-22,17:43,Thudiyalur,10.99852397182932,76.86356537953685,Truck,Clear,City Roads,Fatal,Wednesday,May,17,1
2024-02-05,15:06,Thudiyalur,10.940973285617808,77.04012064969014,Car/SUV,Clear,National Highway,Minor,Monday,February,15,0
2024-05-22,13:35,Karanampettai,11.031152950885282,76.93276520229001,Two-Wheeler,Clear,National Highway,Serious,Wednesday,May,13,0
2024-06-28,21:12,Periyanaickenpalayam,10.924856428317394,76.9689217184102,Two-Wheeler,Rain,City Roads,Fatal,Friday,June,21,1
2024-11-24,16:32,Periyanaickenpalayam,10.947460902139161,76.89464564006768,Two-Wheeler,Clear,State Highway,Serious,Sunday,November,16,0
2024-09-17,00:08,Cross Cut Road,10.991093470837063,76.94305958907171,Two-Wheeler,Clear,State Highway,Minor,Tuesday,September,0,0
2024-07-23,19:33,Gandhipuram,11.115004020223706,76.9068516833831,Two-Wheeler,Fog,State Highway,Serious,Tuesday,July,19,0
2024-12-13,14:57,Avinashi Road,10.977452016541333,77.03841719905074,Bus,Clear,City Roads,Minor,Friday,December,14,0
2024-10-01,16:59,Mettupalayam Road,11.013985108107295,77.00024905869451,Two-Wheeler,Clear,City Roads,Minor,Tuesday,October,16,0
2024-06-18,15:25,Pollachi Road,11.075040740214094,76.95772167268564,Two-Wheeler,Rain,City Roads,Serious,Tuesday,June,15,0
2024-01-15,23:53,Trichy Road,10.945227961146522,76.95352436862436,Car/SUV,Clear,State Highway,Fatal,Monday,January,23,1
2024-02-29,10:32,Pollachi Road,11.034724848827357,76.99349787902858,Truck,Clear,National Highway,Minor,Thursday,February,10,0
2024-05-13,20:31,Avinashi Road,10.926530209316047,76.99509108240858,Two-Wheeler,Clear,State Highway,Minor,Monday,May,20,0
2024-04-01,19:30,Trichy Road,11.095650585676974,76.98598126694162,Car/SUV,Clear,State Highway,Fatal,Monday,April,19,1
2024-10-24,19:21,Singanallur,11.094611441247883,77.04110375126606,Two-Wheeler,Clear,National Highway,Minor,Thursday,October,19,0
2024-05-15,19:37,Singanallur,10.959916291140134,77.00293284112034,Auto-Rickshaw,Clear,State Highway,Serious,Wednesday,May,19,0
2024-01-20,11:55,Trichy Road,11.080625013845653,76.90427057383913,Two-Wheeler,Clear,State Highway,Minor,Saturday,January,11,0
2024-02-25,18:38,Cross Cut Road,11.014558731249103,76.86270151441316,Two-Wheeler,Clear,State Highway,Serious,Sunday,February,18,0
2024-11-01,14:50,Karanampettai,10.94126558110049,77.01842528205128,Two-Wheeler,Clear,State Highway,Minor,Friday,November,14,0
2024-08-10,23:36,Pollachi Road,10.986529788702077,76.98199054273748,Car/SUV,Clear,State Highway,Fatal,Saturday,August,23,1
2024-06-25,09:37,Cross Cut Road,11.09088530718786,76.99108511975446,Two-Wheeler,Clear,National Highway,Minor,Tuesday,June,9,0
2024-06-09,14:40,Peelamedu,11.000315030862653,76.99529428448926,Two-Wheeler,Rain,State Highway,Minor,Sunday,June,14,0
2024-08-11,19:09,Avinashi Road,11.031411818357858,76.98486670741421,Two-Wheeler,Clear,National Highway,Fatal,Sunday,August,19,1
2024-11-06,18:02,Brookefields,11.029952795214019,76.9080661396942,Truck,Clear,State Highway,Serious,Wednesday,November,18,0
2024-09-18,17:07,Thudiyalur,11.09685745759282,76.94689415403644,Truck,Rain,State Highway,Serious,Wednesday,September,17,0
2024-02-29,07:20,Singanallur,11.073069869770565,76.99201329687143,Two-Wheeler,Rain,State Highway,Minor,Thursday,February,7,0
2024-07-16,13:44,Avinashi Road,11.01184550968775,76.90665760689886,Two-Wheeler,Clear,National Highway,Serious,Tuesday,July,13,0
2024-10-22,08:49,Avinashi Road,11.060806699075822,76.9762298653876,Car/SUV,Clear,State Highway,Fatal,Tuesday,October,8,1
2024-04-07,16:55,Peelamedu,11.037941942043318,77.04615564908774,Pedestrian,Clear,City Roads,Serious,Sunday,April,16,0
2024-05-10,20:03,Gandhipuram,11.069190246299687,77.02410317998145,Car/SUV,Clear,State Highway,Fatal,Friday,May,20,1
2024-01-23,20:13,Sathy Road,11.017752772254438,76.85826747749556,Car/SUV,Rain,State Highway,Minor,Tuesday,January,20,0
2024-12-28,17:30,Karamadai,11.008987232914087,77.00999443710492,Bus,Clear,State Highway,Fatal,Saturday,December,17,1
2024-08-11,16:11,Race Course Road,11.006785878269703,76.98467947814406,Bus,Clear,State Highway,Serious,Sunday,August,16,0
2024-01-01,14:21,Trichy Road,11.00661494776753,77.03917657061866,Two-Wheeler,Clear,National Highway,Minor,Monday,January,14,0
2024-09-23,17:49,Peelamedu,11.09006911051253,76.93533338430235,Car/SUV,Clear,State Highway,Fatal,Monday,September,17,1
2024-10-02,20:41,Sathy Road,10.981843257309965,76.97303208572588,Auto-Rickshaw,Clear,State Highway,Serious,Wednesday,October,20,0
2024-12-17,19:39,Gandhipuram,11.076762324238972,77.0359991299992,Car/SUV,Clear,State Highway,Serious,Tuesday,December,19,0
2024-12-09,12:17,Periyanaickenpalayam,11.049700462483749,76.95950740877083,Auto-Rickshaw,Clear,National Highway,Minor,Monday,December,12,0
2024-04-10,15:19,Gandhipuram,10.998725665419155,76.8935646503985,Car/SUV,Clear,Village Roads,Minor,Wednesday,April,15,0
2024-07-05,20:13,Karamadai,10.96336445667184,76.94038897198114,Two-Wheeler,Clear,National Highway,Serious,Friday,July,20,0
2024-08-08,19:20,Cross Cut Road,10.995879425840076,77.02174991300534,Auto-Rickshaw,Clear,State Highway,Fatal,Thursday,August,19,1
2024-02-05,14:59,Cross Cut Road,11.024998890158265,76.90637424707984,Truck,Cloudy,City Roads,Serious,Monday,February,14,0
2024-12-06,23:17,Gandhipuram,11.108415898416107,76.91624391319252,Car/SUV,Clear,Village Roads,Fatal,Friday,December,23,1
2024-06-18,11:43,Sathy Road,11.094808633022154,77.04933668620168,Auto-Rickshaw,Clear,City Roads,Minor,Tuesday,June,11,0
2024-11-15,16:52,Periyanaickenpalayam,11.063982558890245,76.98749721199073,Bus,Clear,State Highway,Minor,Friday,November,16,0
2024-06-09,09:18,Peelamedu,11.04598330593188,76.93235772207093,Truck,Rain,State Highway,Fatal,Sunday,June,9,1
2024-12-05,05:05,Brookefields,11.089990714665673,76.91739577330043,Car/SUV,Clear,State Highway,Serious,Thursday,December,5,0
2024-03-04,10:41,Peelamedu,11.058241725231415,76.93812179843256,Two-Wheeler,Clear,State Highway,Minor,Monday,March,10,0
2024-06-02,10:13,Pollachi Road,11.031198958727881,77.03108009403395,Truck,Clear,State Highway,Fatal,Sunday,June,10,1
2024-09-16,08:17,Mettupalayam Road,11.07603175628721,77.00133041587682,Two-Wheeler,Clear,State Highway,Serious,Monday,September,8,0
2024-06-07,23:17,Sathy Road,11.058279769809317,76.87357468787025,Pedestrian,Cloudy,National Highway,Serious,Friday,June,23,0
2024-12-07,08:47,Race Course Road,11.029008871014653,76.98303604973049,Pedestrian,Rain,State Highway,Minor,Saturday,December,8,0
2024-07-28,15:03,Brookefields,10.941556322270504,77.01113822297683,Bus,Clear,State Highway,Minor,Sunday,July,15,0
2024-06-16,20:14,Karanampettai,11.028670564647246,76.92467856247161,Two-Wheeler,Rain,State Highway,Minor,Sunday,June,20,0
2024-07-25,15:06,Gandhipuram,10.955285346667718,76.88434269634041,Two-Wheeler,Clear,National Highway,Fatal,Thursday,July,15,1
2024-12-22,14:30,Sathy Road,11.040540810963265,77.00554601449001,Pedestrian,Rain,State Highway,Serious,Sunday,December,14,0
2024-05-31,06:00,Karanampettai,11.032171116634629,77.04180337318822,Two-Wheeler,Rain,State Highway,Minor,Friday,May,6,0
2024-10-10,21:26,Cross Cut Road,10.927374877198476,76.93539404393883,Pedestrian,Clear,City Roads,Minor,Thursday,October,21,0
2024-03-06,16:30,Peelamedu,11.030848876645795,76.91742006855968,Car/SUV,Clear,National Highway,Serious,Wednesday,March,16,0
2024-04-08,16:20,Race Course Road,10.954679174576041,77.05320509862959,Bus,Clear,State Highway,Minor,Monday,April,16,0
2024-08-03,09:58,Singanallur,11.011967138431428,77.01907787561971,Two-Wheeler,Rain,State Highway,Serious,Saturday,August,9,0
2024-12-06,20:36,Gandhipuram,11.096172856048739,76.8561157155169,Auto-Rickshaw,Clear,National Highway,Serious,Friday,December,20,0
2024-07-13,11:46,Karanampettai,10.940856635287783,76.86976829899213,Auto-Rickshaw,Clear,State Highway,Minor,Saturday,July,11,0
2024-12-12,18:58,Trichy Road,11.10403636199811,76.99506334145343,Two-Wheeler,Clear,Village Roads,Minor,Thursday,December,18,0
2024-03-30,22:56,Thudiyalur,10.95274868028518,76.96079239775068,Two-Wheeler,Clear,State Highway,Fatal,Saturday,March,22,1
2024-11-11,18:53,Gandhipuram,10.920594716708306,76.98670423835566,Two-Wheeler,Clear,State Highway,Minor,Monday,November,18,0
2024-10-18,13:11,Sathy Road,11.074151409205504,77.00240844718061,Two-Wheeler,Clear,National Highway,Serious,Friday,October,13,0
2024-06-03,22:56,Mettupalayam Road,10.96585733887805,76.8899268512255,Two-Wheeler,Clear,State Highway,Fatal,Monday,June,22,1
2024-07-26,02:36,Race Course Road,11.05792354045945,76.93073027774453,Car/SUV,Rain,State Highway,Serious,Friday,July,2,0
2024-10-07,16:18,Sathy Road,11.094331165748168,76.99660943932284,Auto-Rickshaw,Clear,State Highway,Fatal,Monday,October,16,1
2024-01-01,14:34,Singanallur,11.00564589386679,76.89540410578023,Truck,Clear,State Highway,Minor,Monday,January,14,0
2024-06-04,15:54,Singanallur,11.07818420482508,76.89219686629565,Car/SUV,Clear,State Highway,Serious,Tuesday,June,15,0
2024-05-26,16:12,Karamadai,11.03817096422975,77.04549666229224,Car/SUV,Clear,State Highway,Minor,Sunday,May,16,0
2024-04-17,19:10,Karamadai,10.997159573049684,76.94593215685947,Two-Wheeler,Clear,State Highway,Minor,Wednesday,April,19,0
2024-08-08,20:16,Peelamedu,10.925796728794982,77.0186740909883,Two-Wheeler,Clear,National Highway,Fatal,Thursday,August,20,1
2024-10-23,18:47,Race Course Road,11.08919486714281,76.89292760836025,Two-Wheeler,Clear,State Highway,Minor,Wednesday,October,18,0
2024-11-06,10:36,Brookefields,10.921452649670774,76.86759641298937,Car/SUV,Rain,State Highway,Minor,Wednesday,November,10,0
2024-12-01,18:11,Periyanaickenpalayam,11.00420348395781,76.89234587985453,Truck,Clear,State Highway,Fatal,Sunday,December,18,1
2024-06-13,17:57,Singanallur,10.999787284696186,77.00763293699009,Auto-Rickshaw,Clear,State Highway,Minor,Thursday,June,17,0
2024-08-26,13:32,Brookefields,11.088729682087752,76.90767038329682,Auto-Rickshaw,Clear,State Highway,Minor,Monday,August,13,0
2024-08-14,10:42,Brookefields,10.980276487073318,77.03625465778055,Car/SUV,Clear,State Highway,Minor,Wednesday,August,10,0
2024-08-14,06:30,Mettupalayam Road,10.968235558633543,76.93755848043074,Two-Wheeler,Clear,National Highway,Fatal,Wednesday,August,6,1
2024-12-11,09:00,Gandhipuram,10.939728924828449,76.9811674759164,Two-Wheeler,Rain,State Highway,Serious,Wednesday,December,9,0
2024-04-19,09:28,Periyanaickenpalayam,10.936666726609735,76.98068429115592,Car/SUV,Rain,National Highway,Serious,Friday,April,9,0
2024-09-18,19:19,Mettupalayam Road,10.950431198533403,77.02947239838306,Two-Wheeler,Rain,State Highway,Serious,Wednesday,September,19,0
2024-08-30,17:00,Pollachi Road,10.945606850586339,76.8890252265212,Two-Wheeler,Clear,National Highway,Fatal,Friday,August,17,1
2024-03-27,10:44,Sathy Road,10.967910905063606,76.91442511707203,Two-Wheeler,Clear,City Roads,Serious,Wednesday,March,10,0
2024-12-03,11:07,Pollachi Road,10.934725712696057,76.9313457075308,Car/SUV,Clear,National Highway,Fatal,Tuesday,December,11,1
2024-02-13,12:25,Mettupalayam Road,10.97815884367252,76.91115244057217,Car/SUV,Clear,State Highway,Minor,Tuesday,February,12,0
2024-05-25,20:49,Trichy Road,10.998255286858393,76.92423038354764,Two-Wheeler,Clear,State Highway,Fatal,Saturday,May,20,1
2024-09-20,09:40,Thudiyalur,10.950638209597638,76.97292928002294,Two-Wheeler,Clear,State Highway,Minor,Friday,September,9,0
2024-12-05,22:23,Periyanaickenpalayam,11.039695085753683,76.95137942373334,Two-Wheeler,Rain,State Highway,Fatal,Thursday,December,22,1
2024-11-20,15:08,Trichy Road,10.981858139236953,76.99036091845115,Car/SUV,Rain,State Highway,Fatal,Wednesday,November,15,1
2024-11-13,13:47,Peelamedu,10.92223423848346,76.87596182841287,Truck,Clear,National Highway,Serious,Wednesday,November,13,0
2024-06-20,22:26,Race Course Road,10.928500356450714,76.86801129337859,Two-Wheeler,Clear,State Highway,Minor,Thursday,June,22,0
2024-02-17,19:48,Avinashi Road,10.994787942246711,77.00615973929645,Auto-Rickshaw,Rain,State Highway,Serious,Saturday,February,19,0
2024-04-30,17:52,Thudiyalur,10.980808292768092,76.85724533167082,Two-Wheeler,Rain,State Highway,Minor,Tuesday,April,17,0
2024-12-10,09:43,Karanampettai,10.999364562399702,76.97228908971131,Two-Wheeler,Clear,National Highway,Fatal,Tuesday,December,9,1
2024-06-07,18:33,Karamadai,10.981643558159373,77.05332376681842,Truck,Clear,City Roads,Minor,Friday,June,18,0
2024-04-25,14:23,Brookefields,10.991902631660667,76.87516837019186,Auto-Rickshaw,Clear,National Highway,Fatal,Thursday,April,14,1
2024-04-11,04:07,Sathy Road,11.082348279731724,76.96026690885988,Auto-Rickshaw,Clear,National Highway,Serious,Thursday,April,4,0
2024-03-16,04:57,Karamadai,10.940993252700386,76.85725239140938,Two-Wheeler,Clear,State Highway,Fatal,Saturday,March,4,1
2024-01-13,17:34,Karanampettai,10.957311891602908,76.97639697437297,Bus,Rain,State Highway,Minor,Saturday,January,17,0
2024-01-24,07:54,Periyanaickenpalayam,11.067226747794455,77.05317936848708,Two-Wheeler,Clear,State Highway,Fatal,Wednesday,January,7,1
2024-05-05,15:43,Thudiyalur,11.034005815369623,77.00807279404675,Two-Wheeler,Rain,State Highway,Fatal,Sunday,May,15,1
2024-08-31,08:31,Cross Cut Road,11.015395888180466,77.04222567617583,Car/SUV,Clear,State Highway,Serious,Saturday,August,8,0
2024-11-08,08:28,Mettupalayam Road,11.067277995730073,76.95044635663764,Truck,Clear,State Highway,Serious,Friday,November,8,0
2024-02-07,19:08,Trichy Road,10.993809735926028,76.92320599364693,Two-Wheeler,Rain,National Highway,Serious,Wednesday,February,19,0
2024-08-21,16:36,Gandhipuram,10.939816274376643,76.9416907242664,Auto-Rickshaw,Rain,State Highway,Fatal,Wednesday,August,16,1
2024-07-31,03:43,Singanallur,10.928926395580675,76.92995702444591,Two-Wheeler,Clear,City Roads,Minor,Wednesday,July,3,0
2024-11-18,20:01,Gandhipuram,11.009764706649067,77.0338304392324,Pedestrian,Clear,State Highway,Minor,Monday,November,20,0
2024-10-21,12:47,Pollachi Road,10.9982152927182,77.05568902705195,Two-Wheeler,Clear,State Highway,Serious,Monday,October,12,0
2024-04-09,09:02,Karamadai,11.01363430199162,77.01916943840921,Bus,Clear,National Highway,Serious,Tuesday,April,9,0
2024-12-22,14:04,Thudiyalur,10.998298757948788,77.04399820934714,Two-Wheeler,Clear,City Roads,Serious,Sunday,December,14,0
2024-07-15,15:59,Brookefields,10.963548091151916,76.98881565706502,Two-Wheeler,Clear,State Highway,Minor,Monday,July,15,0
2024-09-10,22:02,Karamadai,11.094031179205512,76.93148713964642,Car/SUV,Clear,National Highway,Minor,Tuesday,September,22,0
2024-07-23,09:49,Peelamedu,10.970631947675459,76.86724830878869,Two-Wheeler,Clear,State Highway,Minor,Tuesday,July,9,0
2024-05-04,08:46,Trichy Road,11.10949493756618,76.92700584677618,Two-Wheeler,Clear,City Roads,Minor,Saturday,May,8,0
2024-03-16,16:23,Avinashi Road,11.051819485803707,76.92185105073195,Bus,Clear,State Highway,Fatal,Saturday,March,16,1
2024-12-01,22:28,Cross Cut Road,10.96606321918216,76.87583547251684,Truck,Rain,National Highway,Minor,Sunday,December,22,0
2024-12-18,19:24,Gandhipuram,11.027741490011739,76.9471838518717,Truck,Clear,State Highway,Serious,Wednesday,December,19,0
2024-01-03,05:55,Race Course Road,11.07384283733006,76.9954616539386,Auto-Rickshaw,Clear,State Highway,Fatal,Wednesday,January,5,1
2024-02-24,17:55,Avinashi Road,10.97772256839312,77.00084403745446,Bus,Clear,National Highway,Minor,Saturday,February,17,0
2024-08-05,09:34,Peelamedu,10.998149184283587,77.03339411025797,Car/SUV,Clear,State Highway,Serious,Monday,August,9,0
2024-04-22,12:46,Brookefields,10.93358167111617,76.88357260545742,Two-Wheeler,Rain,State Highway,Minor,Monday,April,12,0
2024-03-31,21:48,Cross Cut Road,11.043959798890997,76.97618183528616,Two-Wheeler,Clear,State Highway,Fatal,Sunday,March,21,1
2024-12-22,02:29,Singanallur,10.957491381369355,77.02960105634128,Car/SUV,Rain,State Highway,Fatal,Sunday,December,2,1
2024-09-22,20:27,Avinashi Road,11.110382302544068,76.91169350603678,Two-Wheeler,Clear,State Highway,Minor,Sunday,September,20,0
2024-08-25,15:15,Brookefields,10.991461044091642,76.99565292427457,Auto-Rickshaw,Clear,State Highway,Serious,Sunday,August,15,0
2024-01-26,12:17,Gandhipuram,11.113861743092817,77.0188103517302,Auto-Rickshaw,Clear,State Highway,Minor,Friday,January,12,0
2024-10-12,08:48,Singanallur,11.07320473253304,76.92948597902642,Two-Wheeler,Clear,State Highway,Serious,Saturday,October,8,0
2024-05-07,08:26,Cross Cut Road,11.024307125962693,76.97947033911673,Two-Wheeler,Clear,City Roads,Serious,Tuesday,May,8,0
2024-03-03,15:15,Mettupalayam Road,11.001550491323101,76.98757522103466,Bus,Clear,State Highway,Serious,Sunday,March,15,0
2024-08-21,06:38,Trichy Road,11.099098546366621,76.95083988551335,Bus,Rain,State Highway,Minor,Wednesday,August,6,0
2024-03-09,04:43,Karanampettai,11.007148400237847,76.93842531855736,Two-Wheeler,Rain,City Roads,Serious,Saturday,March,4,0
